id,class,tech,tonnage,chassis,variant,buildUrl,skillCode,skillTreeCode,skillTreeUrl,weaponry,equipment,description,role,buildCodes,primaryRangeBracketMin,primaryRangeBracketMax,optimalRange,maxRange,schemaVersion,docType
5ae9b1a2-8bcc-4f31-876b-3f1796f3e685,Assault,IS,100,Marauder Ii,MAD-X,https://mwo.nav-alpha.com/mechlab?b=568e7439_MAD-X,pending,,,RG | 2x ER PPC,"[""Beagle Active Probe"",""3x Double Heat Sink"",""Light Engine 345"",""5x Rail Gun Ammo""]",,Trader (Forward),"{""default"":""Aal:2:j1|_g|i^|i^|i^pB1|^?|SP|SPqB1|^?|SP|SPr00s00t:1u91|Z<2vB0|SPw202020""}",0,0,1000,0,1.0,mech
90b8f1c7-7017-484c-add7-37fcdf1afbee,Assault,IS,100,Marauder Ii,MAD-X,https://mwo.nav-alpha.com/mechlab?b=818ee3f0_MAD-X,pending,,,RG | ER PPC | LGauss,"[""2x Double Heat Sink"",""Light Engine 310"",""2x Light Gauss Ammo"",""5x Rail Gun Ammo""]",,Trader (Anchor),"{""default"":""Aal82:j1|Xg|i^|i^pB1|P@qB1|^?|;P|SPr00s00t=1|SP|SPu=1|;P|SPvB0|SPw202020""}",0,0,1000,0,1.0,mech
65db3b47-15a8-4630-8052-dd5ef456c7cb,Assault,Clan,80,Naga,NGA-B,https://mwo.nav-alpha.com/mechlab?b=b9e2c2eb_NGA-B,pending,,,2 C-Arrow IV | C-TAG,"[""3x C-Arrow IV Ammo"",""C-Arrow IV Ammo (1/2)""]",,Lock-on,"{""default"":""AikE<:R1|DCp21M_7|HS|ISq21C_7|HSrC0:_7sC0>_7tf0?_7uf0@_7v209_7|HSw202020""}",0,0,0,0,1.0,mech
42f5f5c1-241b-4f27-b554-bd7f00c25d72,Medium,Clan,40,Viper,VPR-A,https://mwo.nav-alpha.com/mechlab?b=731b5bfc_VPR-A,pending,,,5 MPL,"[""8x Jump Jet Class IV"",""XL Engine 320""]",,Skirmisher,"{""default"":""AW6D=:U0pT0LN7|oB|oBqT0JN7|oB|oBr00IN7s>0MN7|oBtX0NN7uX0ON7v20HN7w202020""}",0,0,0,0,1.0,mech
bba829f5-142e-40bc-95ed-cd7e6f285683,Medium,IS,45,Phoenix Hawk,PXH-7S,https://mwo.nav-alpha.com/mechlab?b=0f9ae200_PXH-7S,a57158d8d744c08460a49cdf5ef6a76a0525a00001042021a399090707018,,,2x ER PPC | 5x SmLas,"[""Double Heat Sink"",""3x Jump Jet Class IV"",""MASC Mk II"",""XL Engine 265""]",,Skirmisher,"{""default"":""A3=:2:g0|Gd|1IpZ0|^?|OG|OGqZ0|^?|OG|i^rK0|[?|[?sK0|[?|[?t\\0u\\0v20|[?w102020""}",0,0,0,0,1.0,mech
8ede02d4-bbb9-4a0a-a3e9-64f7c6a82172,Heavy,Clan,65,Linebacker,LBK-D,https://mwo.nav-alpha.com/mechlab?b=cabc1ab5_LBK-D,pending,,,3x C-Beam Las,"[""C-Double Heat Sink""]","MAX Range, Heatgen, Thermal cycling, Survival (Armor, Structure), Max speed, PITCH, COOLRUN, HILL CLIMB, ADV ZOOM, COOLSHOTS.",DPS,"{""default"":""AJ7D<:C1pk0MR7|^Cqk0KR7|^C|^C|l^r00JR7s00NR7td0OR7ud0PR7vB0IR7w101010""}",0,0,720,1080,1.0,mech
0666bb17-5f5a-434c-a60c-54f7341dcc42,Assault,Clan,95,Executioner,EXE-PRIME,https://mwo.nav-alpha.com/mechlab?b=f3f4a451_EXE-PRIME,pending,,,4x C-ER PPC,"[""3x C-Double Heat Sink"",""TComp Mk I""]","RANGE, HEATGEN, VELOCITY, survival, ACCEL / DECEL, COOLRUN, ADV ZOOM, COOLSHOTS.

SEISMIC GOOD if possible",Trader (Forward),"{""default"":""AM4L<:h1p@1UU7|1C|1C|1Cq@1JL7|1C|e<2|l^r001L7s20EL7|l^|l^t@16L7u@17L7vB00L7w000000""}",0,0,931,0,1.0,mech
0ca5649e-7417-4ad6-a605-17f168761f22,Heavy,Clan,75,Night Gyr,NTG-A,https://mwo.nav-alpha.com/mechlab?b=8c47f9a0_NTG-A,pending,,,4x C-ER LL | C-Gauss,"[""6x C-Double Heat Sink"",""2x C-Gauss Ammo"",""C-Gauss Ammo (1/2)"",""TComp Mk I""]",,Trader (Anchor),"{""default"":""Ak6D<6L1|e<2p01<O7|l^|l^|hRq01:O7|l^|l^r`09O7|l^|l^|mB|mB|mBs^0=O7|hB|TR|TRt01>O7u01?O7vB08O7|mBw000000""}",0,0,0,0,1.0,mech
2963893c-2278-43b7-aae6-b20ab282b8ae,Assault,IS,95,Banshee,LA MALINCHE,https://mwo.nav-alpha.com/mechlab?b=78ddd49e_BNC-LM,pending,,,3x ER PPC | LGauss,"[""Beagle Active Probe"",""5x Double Heat Sink"",""IS TComp Mk I"",""Light Engine 355"",""2x Light Gauss Ammo"",""Light Gauss Ammo (1/2)""]",,Trader (Anchor),"{""default"":""A?2:2:h1|ag|i^|i^|i^|i^|o<2|<Pp?1q?1|P@|^?|;P|Z<2rc0|^?|i^sb0|^?t@1u@1vB0|;Pw001010""}",0,0,0,0,1.0,mech
78a2e68d-c49a-4531-a72f-0ce5c5628beb,Medium,Clan,40,Viper,VPR-PRIME,https://mwo.nav-alpha.com/mechlab?b=2b4f6840_VPR-PRIME,pending,,,2x C-ER LL | 2x C-LMG,"[""C-LMG Ammo""]",,Skirmisher,"{""default"":""AV6D<2^0pV0DN7|JC|JC|2SqR0BN7r00AN7sH0EN7|mB|mBtX0FN7uX0GN7v20@N7w202020""}",0,0,0,0,1.0,mech
d34c0a61-a76d-4595-822b-85fa36ef0ea3,Light,Clan,20,Firemoth,FMT-H,https://mwo.nav-alpha.com/mechlab?b=87c021af_FMT-H,pending,,,4x C-ER μL | 7x C-μPL,"[""C-ECM""]",,Skirmisher,"{""default"":""A^jD<:H0pD0l\\7|MC|MCqD0B]7|m<2r901]7|MC|MC|MC|MCs:05]7|MC|LC|LC|LC|LCt@06]7u@07]7v000]7w000000""}",0,0,0,0,1.0,mech
5143439a-b48f-4ff5-aa5d-241f8477cec2,Light,Clan,20,Piranha,PIR-B,https://mwo.nav-alpha.com/mechlab?b=945c6ed3_PIR-B,pending,,,5x C-ER Med | C-ER Small | 4x C-LMG,"[""3x C-Double Heat Sink"",""C-LMG Ammo"",""Clan XL Engine 180""]",,Skirmisher,"{""default"":""AD:D4:G0|Ze|lB|lBpC0|JC|JC|l^qC0|JC|JC|l^|l^r80|lB|kBs90|lB|lBt@0u@0v20|2Sw101010""}",0,0,0,0,1.0,mech
e1d1ad79-f775-4e27-a45a-d38261e3c86d,Light,Clan,20,Piranha,PIR-B,https://mwo.nav-alpha.com/mechlab?b=db515005_PIR-B,pending,,,C-Beam Las | 4x C-LMG,"[""3x C-Double Heat Sink"",""C-LMG Ammo"",""Clan XL Engine 180""]",,Skirmisher,"{""default"":""AD:D4:G0|Ze|^CpB0|JC|JC|l^qB0|JC|JC|l^|l^r00s00t@0u@0v20|2Sw101010""}",0,0,0,0,1.0,mech
b389ff72-98b5-4955-92bf-a46c181addcd,Light,IS,20,Locust,LCT-1V,https://mwo.nav-alpha.com/mechlab?b=c544cac5_LCT-1V,pending,,,Large X Puls,"[""3x Double Heat Sink"",""XL Engine 190""]",,DPS,"{""default"":""AZ192:F0|8d|a@pB0|i^qB0|i^|i^r20s30t@0u@0v60w202020""}",0,0,0,0,1.0,mech
74d6a09f-1505-484a-9f2f-6b0a85c2215f,Medium,Clan,55,Black Lanner,BKL-E,https://mwo.nav-alpha.com/mechlab?b=7055e89d_BKL-E,a57158d8d744d8a460e49cdf5ef207420405a0000504a031a399090d25101,,,2x C-ER LL | 4x C-SPL,[],,Skirmisher,"{""default"":""AK:D<:81pd0=W7qd0SW7rM0:W7|nB|nBsT0VW7|mB|mB|nBtd0WW7ud0XW7v00YW7|nBw000000""}",0,0,0,0,1.0,mech
c64bf3a1-00f3-478c-b5c8-f5d60309df89,Light,Clan,35,Jenner Iic,JR7-IIC-3,https://mwo.nav-alpha.com/mechlab?b=bf2c6e25_JR7-IIC-3,pending,,,4x C-Plasma PPC,"[""C-Double Heat Sink"",""Clan XL Engine 265"",""2x Jump Jet Class V""]",JJ TREE PLEASE ,Skirmisher,"{""default"":""A\\5D4:Z0|ke|PG|PGpN0qN0rH0|_C|_CsH0|_C|_C|l^tP0uP0v:0w202020""}",0,0,0,0,1.0,mech
cd05dd84-6431-40ac-9c35-2227f8449c33,Medium,IS,40,Vulcan,VL-2T,https://mwo.nav-alpha.com/mechlab?b=eee443cc_VL-2T,a57158d8d744d8a460e49cdf5ef207420405a00001042024a160680f2711b,,,3x ER LL,"[""Beagle Active Probe"",""Double Heat Sink"",""IS TComp Mk I"",""Jump Jet Class IV"",""XL Engine 265""]","Range game, not intended for 1v1.",Skirmisher,"{""default"":""AF;92:^0|GdpV0qV0|]?|]?|i^|OG|Z<2r00sF0|]?tX0uX0v20|o<2w202020""}",0,0,0,0,1.0,mech
2cee7e5a-d263-4554-b29b-42d3cefbc06e,Medium,IS,40,Assassin,ASN-101,https://mwo.nav-alpha.com/mechlab?b=e83421f3_ASN-101,a57158d8d744d8a460e49cdf5ef207420405a00001042024a160680f2711b,,,3x ER LL,"[""2x Double Heat Sink"",""IS TComp Mk I"",""Jump Jet Class IV"",""XL Engine 265""]","Range game, not intended for 1v1.",Skirmisher,"{""default"":""A:892:^0|GdpV0|]?|i^|OGqV0|]?|i^r00sF0|]?tX0uX0v20|o<2w202020""}",0,0,0,0,1.0,mech
00173541-cea7-4380-ad57-d57e552f3b02,Assault,Clan,95,Executioner,EXE-M,https://mwo.nav-alpha.com/mechlab?b=5ca675ba_EXE-M,pending,,,4x C-ER LL | 9x C-ER μL,"[""5x C-Double Heat Sink"",""TComp Mk II""]",,Juggernaut,"{""default"":""APiL<8g1p?1fZ7|mB|mB|l^|l^q?1bZ7|mB|LC|mB|f<2re0cZ7|LC|LC|LC|l^|l^sg0gZ7|LC|LC|LC|LC|LC|l^t@1dZ7u@1eZ7vB0hZ7w101010""}",0,0,0,0,1.0,mech
3dd4c5eb-4ba4-4e74-b69c-fb2cfdc032dd,Medium,Clan,55,Black Lanner,BKL-A,https://mwo.nav-alpha.com/mechlab?b=d2820196_BKL-A,a57158d8d744d8a460e49cdf5ef207520405a0000504a031a299090707018,,,6x C-MPL,[],,Skirmisher,"{""default"":""AH:D<:71pc0UW7qc0CW7rP0:W7|oB|oBsQ0VW7|oB|oB|oBtd0?W7ud0@W7v00YW7|oBw101010""}",0,0,345,690,1.0,mech
3fd8262f-ebe8-4868-89a1-0ff381615dd2,Assault,Clan,85,Marauder Iic,MAD-IIC-D,https://mwo.nav-alpha.com/mechlab?b=ee7d7a33_MAD-IIC-D,pending,,,2x C-ER LL | 2x C-Gauss,"[""C-ECM"",""5x C-Gauss Ammo"",""C-Gauss Ammo (1/2)"",""Clan Active Probe"",""Clan XL Engine 340"",""TComp Mk VII""]",,Juggernaut,"{""default"":""Ab7D4:[1|:f|m<2|l<2p71|mB|k<2|TR|TRq71rd0|hB|hRsd0|hB|TRt81|TRu81|TRvB0|mBw101010""}",0,1500,1012,2560,1.0,mech
576d3de7-f5c4-45cf-9b52-157278ea43cf,Light,IS,20,Flea,FLE-R5K,https://mwo.nav-alpha.com/mechlab?b=312f522a_FLE-R5K,pending,,,5x ER Small | 2x SRM 4,"[""3x Double Heat Sink"",""SRM Ammo"",""XL Engine 180""]",,Skirmisher,"{""default"":""A=;92:F0|6d|E@pB0|\\?|i^|i^qB0|\\?|i^r50|E@|E@s50|E@|E@t@0u@0v10|\\Ow202020""}",0,0,0,0,1.0,mech
37c03e57-700f-4f55-ace9-74844022208a,Medium,Clan,45,Shadow Cat,MISHIPESHU,https://mwo.nav-alpha.com/mechlab?b=5f49a34d_SHC-MI,af715cd9d744e28470a49cdf5ef207420405a00001042021a399090707018,,,6x C-AP Gauss | C-ER PPC | C-Plasma PPC,"[""2x AP Gauss Ammo"",""C-Double Heat Sink"",""Light Active Probe"",""TComp Mk I""]","A bit more range from 3 Plasma 6 APG, this one beats up nicely at 800m while still fulfilling the default role.

Skill tree is verified. It needs the heat gen.",Skirmisher,"{""default"":""A=9D<:h0p\\0dM7|DS|l^q\\0CZ7|1C|]C|]C|e<2rL0iM7|]C|]C|]C|DSsJ0fS7|]C|_C|n<2t\\0gS7u\\0hS7v20aS7w000000""}",0,800,310,1862,1.0,mech
4d51d679-02f6-44c9-92c6-bbf95f630866,Heavy,Clan,70,Grand Summoner,TALON,https://mwo.nav-alpha.com/mechlab?b=0cdc9d95_SMN-II-T,pending,,,4x C-AC/2 | 2x C-Plasma PPC,"[""4x C-AC/2 Ammo"",""C-AC/2 Ammo (1/2)""]","

--- Review Notes ---
Frozen and Bear",Brawler,"{""imported"":""SMN-II-T"",""default"":""AHjD<:G1pk0;\\7|FC|FC|_Cqk07\\7|FC|FC|]R|_Cr008\\7s00<\\7td09\\7|IR|IRud0:\\7|IR|IRv>0=\\7w101010""}",0,0,0,0,1.0,mech
71f740d7-2fac-4c09-b7ea-b7b939f811ef,Heavy,Clan,70,Grand Summoner,SMN-II-C,https://mwo.nav-alpha.com/mechlab?b=dbe59301_SMN-II-C,pending,,,4x C-AC/2 | 2x C-ER LL,"[""4x C-AC/2 Ammo"",""C-AC/2 Ammo (1/2)""]","

--- Review Notes ---
Tricky version.",Brawler,"{""imported"":""SMN-II-C"",""default"":""AGjD<:F1|mBpk0;\\7|FC|FC|mBqk07\\7|FC|FC|]Rr000\\7s004\\7t]09\\7|IR|IRu]0:\\7|IR|IRv905\\7w201010""}",0,0,0,0,1.0,mech
f7d2a7be-1c88-4b35-bc0c-067790241de3,Heavy,Clan,70,Grand Summoner,SMN-II-C,https://mwo.nav-alpha.com/mechlab?b=7a0d95a5_SMN-II-C,af715cd9d744faa070449cdf5ef207420405a0000604b070a100080a2211b,,,2x C-ER LL | C-ER PPC | C-Gauss,"[""2x C-Double Heat Sink"",""2x C-Gauss Ammo"",""C-Gauss Ammo (1/2)"",""TComp Mk I""]","--- Review Notes ---
Range trader. Alpine.",Trader (forward),"{""default"":""AGjD<:F1|mBpj0;\\7|1C|hBqj0_[7|mB|l^|e<2|hRr000\\7s004\\7tl09\\7|l^ul0:\\7|TR|TRvA05\\7w202020""}",0,0,0,0,1.0,mech
3600de1c-cde6-4dc9-9a35-4af1eedda4d7,Heavy,Clan,70,Grand Summoner,SMN-II-P,https://mwo.nav-alpha.com/mechlab?b=ac519900_SMN-II-P,pending,,,3x C-HLL | C-UAC/2,"[""4x C-Double Heat Sink"",""2x C-Ultra AC/2 Ammo"",""TComp Mk VII""]","

--- Review Notes ---
Pocket Alpha + Sustain.",Brawler,"{""imported"":""SMN-II-P"",""default"":""A8kD<:F1|PRpj0c[7|l^|PCqj0_[7|PC|k<2rV0`[7|dB|PRs\\0d[7|PC|l^tc0a[7|l^uc0b[7|l^v;0e[7w202020""}",0,0,0,0,1.0,mech
4f398e1a-ae86-402f-936f-197b30e88605,Heavy,Clan,70,Grand Summoner,SMN-II-P,https://mwo.nav-alpha.com/mechlab?b=e57b4cf8_SMN-II-P,pending,,,3x C-HLL | C-UAC/5,"[""7x C-Double Heat Sink"",""2x C-Ultra AC/5 Ammo"",""Clan Active Probe"",""TComp Mk I""]","

--- Review Notes ---
Pocket Alpha + Bigger Sustain",Brawler,"{""imported"":""SMN-II-P"",""default"":""A8kD<:G1|e<2pk0c[7|l^|PC|l^|l<2qk0_[7|PC|QR|l^|l^rV0`[7|eB|QRs\\0d[7|PC|l^tc0a[7|l^uc0b[7|l^v;0e[7w101010""}",0,0,0,0,1.0,mech
f200ed5a-44f7-41c0-ac5e-5814dea46104,Medium,Clan,45,Shadow Cat,MISHIPESHU,https://mwo.nav-alpha.com/mechlab?b=c40fd89b_SHC-MI,af715cd9d744e28470a49cdf5ef207420405a00001042021a399090707018,,,5x C-AP Gauss | 3x C-Plasma PPC,"[""2x AP Gauss Ammo"",""2x C-Double Heat Sink"",""TComp Mk I""]",,Skirmisher,"{""default"":""A=9D<:g0p[0dM7|l^|e<2|DSq[0CZ7|]C|_C|_CrL0iM7|]C|]C|]C|DS|l^sJ0fS7|]C|_Ct\\0gS7u\\0hS7v20aS7w101010""}",0,0,0,0,1.0,mech
cad99011-4381-4dae-b6f7-8a410e482c9e,Medium,Clan,45,Shadow Cat,MISHIPESHU,https://mwo.nav-alpha.com/mechlab?b=206e9914_SHC-MI,a57158d8d744e08470a49cdf5ef207420405a00001042021a399090797478,,,2x C-Beam Las | 6x C-LMG,"[""C-LMG Ammo"",""2x C-LMG Ammo (1/2)"",""TComp Mk I""]",RT for quirks.,DPS,"{""default"":""A=9D<:h0p\\0dM7|e<2q\\0CZ7|JC|JC|^C|2SrJ0iM7|JC|JC|JC|3SsL0fS7|JC|^C|3St\\0gS7u\\0hS7v20aS7w000000""}",0,0,713,1070,1.0,mech
09cecd4e-b733-4f38-921d-6aa91fadf929,Medium,IS,45,Phoenix Hawk,PXH-7S(S),https://mwo.nav-alpha.com/mechlab?b=66c15bea_PXH-7SS,af715cd9d744c28460a49cdf5ef6a7420405a00001042021a299090a22113,,,5x SmLas | 2x Snub PPC,"[""Double Heat Sink"",""6x Jump Jet Class IV"",""MASC Mk II"",""XL Engine 280""]",,Skirmisher,"{""default"":""A4=:2:g0|Jd|i^|OGp[0|OG|I@|OG|OGq[0|1I|I@|OG|OGr?0|[?|[?s>0|[?|[?t\\0u\\0v:0|[?w101010""}",0,0,0,0,1.0,mech
9eed7f80-36c3-4662-bf49-d93bd614b501,Medium,IS,45,Phoenix Hawk,PXH-7S(S),https://mwo.nav-alpha.com/mechlab?b=ee514a89_PXH-7SS,af715cd9d744c28460a49cdf5ef227420405a00001042025a299190707018,,,5x SmLas | 2x Snub PPC,"[""2x Double Heat Sink"",""4x Jump Jet Class IV"",""MASC Mk II"",""XL Engine 280""]",It does get hot,Skirmisher,"{""default"":""A4=:2:g0|Jd|i^p[0|I@|OG|OGq[0|I@|OG|OG|1I|i^r?0|[?|[?s>0|[?|[?t\\0u\\0v:0|[?w101010""}",0,0,310,0,1.0,mech
0416be46-37fa-4971-aca3-2deb6ed1975b,Medium,IS,45,Phoenix Hawk,KUROI KIRI,https://mwo.nav-alpha.com/mechlab?b=27898c35_PXH-KK,aff4f5ef742967c910149cdf5ef6a7620405a0000100000103990900d0600,,,4x ER Small | 2x LB 2,"[""4x Jump Jet Class IV"",""3x LB 2-X AC Ammo"",""XL Engine 295""]",,DPS,"{""default"":""AS6:2:f0|Md|oO|oOpZ0|OG|OGqZ0|OG|OGrL0|J@|J@|E@|E@sJ0|E@|E@t\\0u\\0v20|oOw202020""}",0,0,0,0,1.0,mech
500d44c3-3a45-4c06-995b-23781e7b713e,Medium,Clan,40,Arctic Wolf,ACW-1,https://mwo.nav-alpha.com/mechlab?b=89e692fe_ACW-1,aa030e118bc48214e0a49cdf5ef6a77e0737a0000504a031a29909020201c,,,5x C-SRM 2 | 4x C-SRM 6,"[""5x C-SRM Ammo"",""C-SRM Ammo (1/2)"",""Clan XL Engine 310""]",,Brawler,"{""default"":""Ab9D4:`0|4f|<C|XRpX0|:C|<C|XR|XRqX0|<C|<C|XR|lRrE0|:C|:CsD0|:C|:CtX0uX0v00|XRw000000""}",0,0,270,270,1.0,mech
1e97d4a6-02a7-4f7e-be50-6eb2c54ab535,Medium,Clan,55,Black Lanner,BKL-A,https://mwo.nav-alpha.com/mechlab?b=99be3f09_BKL-A,af715cd9db44821460a49cdf5ef207560617a0000504a031a299090202018,,,5x C-ER μL | 6x C-SPL | 2x C-SRM 6,"[""C-Double Heat Sink"",""2x C-SRM Ammo (1/2)""]",For killing assaults and anything large.,Brawler,"{""default"":""AH:D<:71pc05W7|<C|lRqc0KW7|nB|<C|lR|l^rT0BW7|nB|LC|LC|LC|LC|LCsM0VW7|nB|nB|nBt`0?W7u_0@W7v00YW7|nBw101010""}",0,0,300,0,1.0,mech
243720ac-3d93-45e1-b010-5e3290b6d8f1,Medium,Clan,55,Black Lanner,BKL-A,https://mwo.nav-alpha.com/mechlab?b=0be2d3fe_BKL-A,af710c118b44821460a49cdf5ef207560617a0000504a035a2fb698202018,,,4x C-ER μL | 6x C-SPL | 2x C-SRM 6,"[""C-ECM"",""2x C-SRM Ammo (1/2)""]","A quieter version. Trades DHS for the ECM, to ensure it can close.",Brawler,"{""default"":""AH:D<:71pc0MW7|<C|lRqc0KW7|<C|nB|lRrT0BW7|nB|nB|LC|LC|LC|LCsM0VW7|nB|nB|nBtd0?W7ud0@W7v001W7|m<2w101010""}",0,0,300,0,1.0,mech
d8765cc4-3ed7-4ee9-915e-edb6e53d6eb2,Medium,Clan,55,Black Lanner,BKL-E,https://mwo.nav-alpha.com/mechlab?b=36057551_BKL-E,a57158d8d744d8a460e49cdf5ef207520405a0000504a031a299090707018,,,5x C-MPL,"[""C-Double Heat Sink"",""TComp Mk I""]",,Skirmisher,"{""default"":""AK:D<:71pc0=W7|l^qc0SW7rP0:W7|oB|oBsQ0VW7|oB|oB|oBtd0WW7ud0XW7v00QW7|e<2w101010""}",0,600,424,848,1.0,mech
d5357136-bda3-4263-bd7f-73d9d69b5066,Medium,Clan,55,Black Lanner,BKL-E,https://mwo.nav-alpha.com/mechlab?b=0b7af750_BKL-E,a57158d8d744f8a070449cdf5ef207420405a0000504a031a399090d25103,,,2x C-ER LL | 5x C-LMG | C-MPL,"[""2x C-LMG Ammo (1/2)""]","Blue+Red, but sustain at 500m ",Trader (Forward),"{""default"":""AK:D<:71pc0=W7|3Sqc0SW7|3SrK0ZW7|JC|JC|JCsQ0NW7|mB|mB|JC|JCtb0WW7ub0XW7v00YW7|oBw101010""}",0,1500,1031,2062,1.0,mech
e2c99efd-21c1-4096-9202-b7b04dd4b8f8,Heavy,Clan,65,Ebon Jaguar,EBJ-EC,https://mwo.nav-alpha.com/mechlab?b=487f5d07_EBJ-EC,aff4f5ef742967c910149cdf5ef6a76a0525a0000604b030a100080000000,,,4x C-LB 2,"[""9x C-LB 2-X AC Ammo""]",Uncertain on the ammo,DPS,"{""default"":""A?9D<:D1pl0\\L7|`B|HR|HR|HR|HRql03T7|`B|HR|HR|HRrX0QL7|`B|HRsX0UL7|`B|HRtc07T7ub08T7vB01T7w000000""}",0,0,931,2000,1.0,mech
50d76767-e2e7-40c2-a9dc-7c0939910186,Heavy,Clan,70,Grand Summoner,SMN-II-P(S),https://mwo.nav-alpha.com/mechlab?b=81bdd462_SMN-II-PS,pending,,,3x C-Beam Las,"[""7x C-Double Heat Sink"",""TComp Mk VI""]","So8. 10% range, 10% heat, HSL.",DPS,"{""default"":""AEjD<:G1pk0c[7|^C|l^|l^|l^qk0_[7|^C|l^|j<2r00`[7sT0d[7|^C|l^tc0a[7|l^uc0b[7|l^vB0e[7w101010""}",0,0,804,1206,1.0,mech
ed7e7370-eadb-4b85-b118-b2fc4569be22,Heavy,Clan,70,Grand Summoner,SMN-II-P,https://mwo.nav-alpha.com/mechlab?b=11fd9dd8_SMN-II-P,aff4f4e95410628210049cdf5ef24f4224c5e0000604b071a399090202018,,,2x C-Plasma PPC | 3x C-UAC/5,"[""4x C-Ultra AC/5 Ammo"",""C-Ultra AC/5 Ammo (1/2)""]",Midrange slap.,Brawler,"{""default"":""A8kD<:G1|QRpk0;\\7|eB|eB|_Cqk07\\7|eB|_C|eRr00`[7s00d[7tl09\\7|QRuk0:\\7|QR|QRvB0e[7w101010""}",0,900,724,1448,1.0,mech
9a17fd71-ca1e-4282-93c3-2d2f88d310f2,Heavy,Clan,70,Grand Summoner,TALON,https://mwo.nav-alpha.com/mechlab?b=3ba5eb2a_SMN-II-T,pending,,,6x C-LMG | 4x C-LPL,"[""2x C-Double Heat Sink"",""3x C-LMG Ammo (1/2)""]",,Skirmisher,"{""default"":""AHjD<:H1pl0;\\7|0C|JC|JC|l^|3Sql07\\7|0C|JC|JC|l^rC0`[7|0C|JCsC0d[7|0C|JCtl09\\7|3Sul0:\\7|3SvB0=\\7w000000""}",0,0,687,1376,1.0,mech
9652750e-f186-4c07-b9b6-ba210ac2e010,Heavy,Clan,70,Grand Summoner,SMN-II-B,https://mwo.nav-alpha.com/mechlab?b=b37383d7_SMN-II-B,aff4f5ed74297fe110549cdf5ef6a76a0525a000040080100100080820103,,,4x C-ER Med | 2x C-Gauss,"[""4x C-Gauss Ammo"",""C-Gauss Ammo (1/2)""]",Can be on -B or -C variant,Skirmisher,"{""default"":""AFjD<:H1|lBpk0;\\7|hB|lB|TRqk0o[7|hB|TR|TRr300\\7|lBs304\\7|lBt^0i[7|hRu^0j[7|TRv10m[7w001010""}",0,800,1012,2500,1.0,mech
fcb5e565-34e9-4a8b-a077-bab375685bf9,Heavy,Clan,70,Grand Summoner,TALON,https://mwo.nav-alpha.com/mechlab?b=510707c1_SMN-II-T,af715cd9d754e28670a49cdf5ef6a7420405a0000604b070a10008020201c,,,2x C-Plasma PPC | 4x C-UAC/2,"[""4x C-Ultra AC/2 Ammo"",""C-Ultra AC/2 Ammo (1/2)""]",Frozen and Bear,Brawler,"{""default"":""AHjD<:G1pk0;\\7|_C|dB|dB|dRqk07\\7|_C|dB|dBr00`[7s00d[7td09\\7|PR|PRud0:\\7|PR|PRv>0=\\7w101010""}",0,0,931,1832,1.0,mech
cd64e5ef-4867-4f34-9eed-e93bf1814a5f,Assault,IS,100,Marauder Ii,MAD-X(S),https://mwo.nav-alpha.com/mechlab?b=83c6daf1_MAD-XS,af795cd9d746e28470a49cdf5ef207420405a0000604b030a100080a2211b,,,Railgun | ER PPC | LGauss,"[""2x Double Heat Sink"",""Light Engine 300"",""2x Light Gauss Ammo"",""7x Rail Gun Ammo""]",alpha strikes,Juggernaut,"{""default"":""ABl82:j1|Vg|i^|i^pB1|^?|SP|SPqB1|P@r00|SP|;Ps00t=1|SP|SPu=1|;P|SPvB0|SPw202020""}",0,0,931,2000,1.0,mech
4cf6f607-deac-4e29-80f5-e28c08542e5d,Heavy,Clan,75,Night Gyr,NTG-H,https://mwo.nav-alpha.com/mechlab?b=7a8431fa_NTG-H,pending,,,4x C-AC/5 | C-Plasma PPC,"[""6x C-AC/5 Ammo"",""C-AC/5 Ammo (1/2)""]",,Brawler,"{""default"":""A;<D<:K1|KR|KRpo0DO7|GC|KRqo0BO7|GC|KRr`0YO7|GC|GCs^0MO7|_C|KR|_Rt01WY7u01XY7vB0XO7|KRw101010""}",0,0,828,0,1.0,mech
be1bdbe5-94be-47c5-8dbe-7abe8a9f527b,Light,Clan,25,Commando Iic,COM-IIC,https://mwo.nav-alpha.com/mechlab?b=7008e6b0_COM-IIC,pending,,,4x C-SRM 6,"[""2x C-Double Heat Sink"",""3x C-SRM Ammo"",""C-SRM Ammo (1/2)"",""Clan XL Engine 210""]",The arm SRM6 is fine enough to do the job.,Brawler,"{""default"":""A4kD4:P0|`e|<C|XRpH0|<C|l^|l^|XR|lRqH0|<Cr00s50|<CtH0uH0v10|XRw000000""}",0,0,0,0,1.0,mech
3a8c6bcf-7565-407e-8a1a-1dc47fcb52ff,Assault,IS,95,Bullshark,BSK-6,https://mwo.nav-alpha.com/mechlab?b=be5e4807_BSK-6,aff5fdfdf76de7c570149cdf5ef207420405a000020010400100080202018,,,5x AC/2 | 2x ER PPC,"[""7x AC/2 Ammo"",""2x CASE"",""4x Double Heat Sink"",""Light Engine 300""]",Probably hot af. Win trades by not losing or biting too hard.,DPS,"{""default"":""Ali:2:g1|Vg|i^|i^|EO|EOp?1|j?|j?|^?|i^q?1|j?|j?|^?|i^rQ0|j?|EO|EO|EO|[<2s00t@1|[<2|EOu@1vB0|EOw101010""}",0,0,931,0,1.0,mech
